provnum,msr_cd,msr_descr,avg_value,ownership,inhosp,adj_total,adj_rn
165598,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.3,"Non profit - Corporation",NO,3.62395,0.88463
165599,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"Non profit - Corporation",NO,3.09388,0.40656
165601,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,3.00069,0.58305
165602,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"For profit - Individual",NO,3.23677,0.71744
165603,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"Non profit - Corporation",NO,3.29034,1.11152
165604,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"For profit - Corporation",NO,3.9932,0.49725
165605,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.3,"For profit - Corporation",NO,3.99101,0.77485
165606,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.2,"Non profit - Corporation",NO,4.14231,0.57521
16A002,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"Government - State",NO,5.93904,0.95844
1.60E+17,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.7,"Non profit - Corporation",YES,4.33306,0.38786
1.60E+51,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"Government - County",YES,4.79709,0.78444
1.60E+70,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"Non profit - Corporation",NO,4.04582,0.5653
1.60E+72,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"Non profit - Church related",YES,3.91892,0.6782
1.60E+119,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.8,"Non profit - Other",YES,4.08142,0.74981
1.60E+171,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"Government - County",YES,3.76637,0.78379
1.60E+177,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Government - County",YES,1.87119,0.76945
1.60E+222,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,3.17212,0.22028
1.60E+264,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"Non profit - Corporation",YES,4.10927,0.9392
1.60E+278,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"Government - County",YES,4.48306,0.50691
16E638,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"Non profit - Corporation",YES,4.36957,0.90156
16E681,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"Government - County",YES,5.37599,1.43254
16E711,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"Non profit - Corporation",NO,3.98401,0.43213
16E718,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"Government - County",YES,4.76109,1.09651
16E737,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,3.12446,0.4909
16F002,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Individual",NO,5.35461,1.64384
175008,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.2,"For profit - Corporation",NO,4.58723,0.68958
175044,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"Non profit - Church related",NO,6.11183,0.75842
175070,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"For profit - Corporation",NO,4.07277,0.75043
175077,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Partnership",NO,3.94509,0.38586
175078,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,4.36156,0.59871
175100,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.1,"Non profit - Church related",NO,4.42599,0.63411
175113,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,4.12349,0.29852
175114,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,4.32305,0.46146
175115,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"Non profit - Church related",NO,4.27501,0.36632
175118,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"Non profit - Corporation",NO,6.10636,0.52645
175122,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.1,"For profit - Corporation",NO,3.52453,0.39697
175123,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.9,"Non profit - Church related",NO,4.33083,0.60582
175124,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Partnership",NO,4.79071,0.46878
175126,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.6,"For profit - Corporation",NO,3.78158,0.69856
175130,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Partnership",YES,4.9332,0.95184
175133,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,3.41837,0.44646
175135,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,4.45194,0.69577
175141,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.4,"For profit - Corporation",NO,3.94897,0.25878
175145,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Corporation",NO,4.57747,1.22811
175154,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.8,"For profit - Partnership",NO,5.55493,0.72082
175157,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,3.31867,0.45574
175158,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"For profit - Corporation",NO,3.56231,0.45122
175159,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.9,"For profit - Corporation",NO,4.2009,0.77405
175162,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"For profit - Corporation",NO,3.94456,0.46111
175165,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.2,"For profit - Corporation",NO,3.77208,0.54904
175168,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,3.19047,0.4765
175171,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.9,"For profit - Corporation",NO,4.18728,0.41767
175172,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"For profit - Corporation",NO,3.38471,0.63195
175173,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Individual",NO,5.25591,0.69361
175174,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"Non profit - Corporation",NO,5.74791,0.70309
175175,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.5,"For profit - Partnership",NO,3.70922,0.36147
175176,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"For profit - Corporation",NO,3.45021,0.33763
175180,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.87298,0.68652
175181,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"Non profit - Corporation",NO,3.76764,0.65328
175182,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"For profit - Corporation",NO,3.98418,0.4474
175183,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"Non profit - Corporation",NO,3.98957,0.5398
175184,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Partnership",NO,3.63787,0.45199
175185,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,3.96726,0.51742
175187,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.1,"Non profit - Church related",NO,3.95269,0.59934
175189,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.8,"For profit - Corporation",NO,5.86307,0.90935
175191,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.4,"For profit - Corporation",NO,4.11826,0.56303
175201,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Corporation",NO,3.74914,0.48893
175202,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.8,"For profit - Corporation",NO,3.23225,0.58521
175205,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",16.1,"For profit - Corporation",NO,2.39531,0.41774
175207,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15.9,"Non profit - Corporation",NO,3.53084,0.42566
175208,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.8,"For profit - Corporation",NO,3.65837,0.65897
175210,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.3,"Non profit - Church related",NO,4.20742,0.65326
175213,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,4.13915,0.5404
175214,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,4.0844,0.51341
175215,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,3.42603,0.55022
175216,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,2.97001,0.73239
175218,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.1,"For profit - Individual",NO,3.31896,0.46233
175219,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Corporation",NO,3.86903,0.72477
175220,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.6,"For profit - Corporation",NO,3.32824,0.32896
175221,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,5.36768,0.79584
175226,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.4,"For profit - Corporation",NO,4.53956,0.57025
175228,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.2,"For profit - Corporation",NO,2.69659,0.25757
175229,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.2,"For profit - Corporation",NO,3.533,0.5624
175231,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"Non profit - Corporation",NO,3.71922,0.45229
175232,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Partnership",NO,4.18925,0.79219
175233,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,2.96375,0.49264
175235,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,3.65365,0.64577
175236,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"For profit - Corporation",NO,3.53908,0.45424
175238,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,3.2025,0.2541
175240,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,3.22843,0.32338
175242,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"Non profit - Corporation",NO,4.33919,0.71074
175243,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,3.51708,0.35113
175244,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"Government - Hospital district",YES,4.38175,0.43801
175245,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,3.16251,0.43709
175246,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,2.47914,0.4303
175250,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,3.94173,0.40001
175253,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.6,"For profit - Corporation",NO,2.90987,0.42954
175254,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1,"For profit - Corporation",NO,4.04542,0.62635
175255,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,5.1357,0.62474
175256,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"For profit - Corporation",NO,3.56296,0.67389
175257,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"For profit - Corporation",NO,4.15096,0.53826
175258,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8,"For profit - Corporation",NO,4.11574,0.67475
175260,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.1,"Non profit - Corporation",NO,4.35385,0.33609
175263,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"Non profit - Corporation",NO,4.03331,0.3678
175267,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,3.34012,0.58635
175272,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,4.32499,0.42763
175273,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Corporation",NO,3.44452,0.49635
175274,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,3.86985,0.69304
175275,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.6,"For profit - Corporation",NO,4.98541,0.99565
175276,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Corporation",NO,3.2993,0.56235
175277,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"For profit - Corporation",NO,4.95616,0.46426
175281,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Corporation",NO,3.03013,0.30706
175282,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"Non profit - Church related",NO,4.52164,0.49876
175286,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,3.60504,0.57644
175290,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.5,"For profit - Corporation",NO,4.02151,0.59135
175291,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"For profit - Corporation",NO,3.79704,0.59149
175292,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Corporation",NO,4.38405,0.99207
175294,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,4.33782,0.73172
175297,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"Non profit - Corporation",NO,5.0282,0.93187
175298,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.6,"Non profit - Corporation",NO,4.60609,1.18883
175299,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"Non profit - Corporation",NO,5.69934,0.96242
175300,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.2,"Non profit - Corporation",NO,5.09704,0.68143
175301,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"Non profit - Corporation",NO,4.8048,0.73737
175302,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"Non profit - Corporation",NO,4.61437,0.78825
175303,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"Non profit - Church related",NO,4.67849,1.29665
175304,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Non profit - Church related",NO,5.102,0.75587
175306,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.9,"Non profit - Corporation",NO,4.69419,0.90891
175309,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.4,"Non profit - Corporation",NO,4.03476,0.56982
175310,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"Non profit - Church related",NO,4.45537,0.76531
