hospital_name,state,measure_name,number_of_discharges,number_of_readmissions,excess_readmission_ratio,region_name
"TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER",TN,READM-30-HF-HRRP,94,26,1.0432,"South Region"
"TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER",TN,READM-30-PN-HRRP,183,35,1.0243,"South Region"
"PARKRIDGE MEDICAL CENTER",TN,READM-30-AMI-HRRP,251,31,0.874,"South Region"
"PARKRIDGE MEDICAL CENTER",TN,READM-30-HF-HRRP,420,84,0.9281,"South Region"
"PARKRIDGE MEDICAL CENTER",TN,READM-30-PN-HRRP,412,60,0.9162,"South Region"
"DELTA MEDICAL CENTER",TN,READM-30-HF-HRRP,90,29,1.0985,"South Region"
"TRISTAR CENTENNIAL MEDICAL CENTER",TN,READM-30-AMI-HRRP,395,49,0.8625,"South Region"
"TRISTAR CENTENNIAL MEDICAL CENTER",TN,READM-30-HF-HRRP,727,157,0.9543,"South Region"
"TRISTAR CENTENNIAL MEDICAL CENTER",TN,READM-30-PN-HRRP,426,88,1.0583,"South Region"
"METHODIST HEALTHCARE FAYETTE HOSPITAL",TN,READM-30-PN-HRRP,61,11,1.0143,"South Region"
"PARKWEST MEDICAL CENTER",TN,READM-30-AMI-HRRP,429,57,0.9072,"South Region"
"PARKWEST MEDICAL CENTER",TN,READM-30-HF-HRRP,648,151,1.0364,"South Region"
"PARKWEST MEDICAL CENTER",TN,READM-30-PN-HRRP,588,101,0.9958,"South Region"
"HAYWOOD PARK COMMUNITY HOSPITAL",TN,READM-30-HF-HRRP,87,22,1.0462,"South Region"
"HAYWOOD PARK COMMUNITY HOSPITAL",TN,READM-30-PN-HRRP,40,11,1.0652,"South Region"
"CROCKETT HOSPITAL",TN,READM-30-HF-HRRP,153,47,1.1258,"South Region"
"CROCKETT HOSPITAL",TN,READM-30-PN-HRRP,342,70,1.0964,"South Region"
"INDIAN PATH MEDICAL CENTER",TN,READM-30-AMI-HRRP,70,16,1.0345,"South Region"
"INDIAN PATH MEDICAL CENTER",TN,READM-30-HF-HRRP,165,45,1.0328,"South Region"
"INDIAN PATH MEDICAL CENTER",TN,READM-30-PN-HRRP,247,50,1.0379,"South Region"
"JELLICO COMMUNITY HOSPITAL",TN,READM-30-HF-HRRP,74,25,1.1107,"South Region"
"JELLICO COMMUNITY HOSPITAL",TN,READM-30-PN-HRRP,234,60,1.1481,"South Region"
"BOLIVAR GENERAL HOSPITAL",TN,READM-30-HF-HRRP,54,15,1.0361,"South Region"
"MCKENZIE REGIONAL HOSPITAL",TN,READM-30-HF-HRRP,54,11,0.999,"South Region"
"MCKENZIE REGIONAL HOSPITAL",TN,READM-30-PN-HRRP,105,19,1.0348,"South Region"
"ST FRANCIS HOSPITAL",TN,READM-30-AMI-HRRP,252,38,0.94,"South Region"
"ST FRANCIS HOSPITAL",TN,READM-30-HF-HRRP,731,151,0.9874,"South Region"
"ST FRANCIS HOSPITAL",TN,READM-30-PN-HRRP,397,75,1.0408,"South Region"
"FRANKLIN WOODS COMMUNITY HOSPITAL",TN,READM-30-HF-HRRP,82,18,0.9757,"South Region"
"FRANKLIN WOODS COMMUNITY HOSPITAL",TN,READM-30-PN-HRRP,232,30,0.9065,"South Region"
"SKYRIDGE MEDICAL CENTER",TN,READM-30-AMI-HRRP,90,19,1.0038,"South Region"
"SKYRIDGE MEDICAL CENTER",TN,READM-30-HF-HRRP,388,117,1.1947,"South Region"
"SKYRIDGE MEDICAL CENTER",TN,READM-30-PN-HRRP,566,111,1.0785,"South Region"
"LIVINGSTON REGIONAL HOSPITAL",TN,READM-30-HF-HRRP,170,47,1.109,"South Region"
"LIVINGSTON REGIONAL HOSPITAL",TN,READM-30-PN-HRRP,344,93,1.32,"South Region"
"REGIONAL HOSPITAL OF JACKSON",TN,READM-30-AMI-HRRP,224,53,1.0884,"South Region"
"REGIONAL HOSPITAL OF JACKSON",TN,READM-30-HF-HRRP,294,67,0.98,"South Region"
"REGIONAL HOSPITAL OF JACKSON",TN,READM-30-PN-HRRP,205,44,1.0452,"South Region"
"HIGHLANDS MEDICAL CENTER",TN,READM-30-HF-HRRP,96,24,1.0371,"South Region"
"HIGHLANDS MEDICAL CENTER",TN,READM-30-PN-HRRP,185,39,1.0698,"South Region"
"UNIVERSITY MEDICAL CENTER",TN,READM-30-HF-HRRP,191,58,1.152,"South Region"
"UNIVERSITY MEDICAL CENTER",TN,READM-30-PN-HRRP,270,51,1.0541,"South Region"
"TRISTAR HENDERSONVILLE MEDICAL CENTER",TN,READM-30-HF-HRRP,162,45,1.0944,"South Region"
"TRISTAR HENDERSONVILLE MEDICAL CENTER",TN,READM-30-PN-HRRP,168,29,0.9877,"South Region"
"TRISTAR SOUTHERN HILLS MEDICAL CENTER",TN,READM-30-HF-HRRP,133,25,0.949,"South Region"
"TRISTAR SOUTHERN HILLS MEDICAL CENTER",TN,READM-30-PN-HRRP,178,33,1.0615,"South Region"
"STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL",TN,READM-30-HF-HRRP,56,19,1.0944,"South Region"
"STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL",TN,READM-30-PN-HRRP,82,15,1.0182,"South Region"
"TRISTAR STONECREST MEDICAL CENTER",TN,READM-30-HF-HRRP,107,32,1.0743,"South Region"
"TRISTAR STONECREST MEDICAL CENTER",TN,READM-30-PN-HRRP,207,38,1.029,"South Region"
"SAINT FRANCIS BARTLETT MEDICAL CENTER",TN,READM-30-HF-HRRP,196,43,1.0112,"South Region"
"SAINT FRANCIS BARTLETT MEDICAL CENTER",TN,READM-30-PN-HRRP,309,48,0.9583,"South Region"
"PROVIDENCE MEMORIAL HOSPITAL",TX,READM-30-AMI-HRRP,114,16,0.9606,"South Region"
"PROVIDENCE MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,360,71,0.9258,"South Region"
"PROVIDENCE MEMORIAL HOSPITAL",TX,READM-30-PN-HRRP,325,54,0.9775,"South Region"
"MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL",TX,READM-30-HF-HRRP,104,19,0.9611,"South Region"
"MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL",TX,READM-30-PN-HRRP,135,13,0.9001,"South Region"
"PETERSON REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,291,42,0.842,"South Region"
"PETERSON REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,523,64,0.8818,"South Region"
"UNITED REGIONAL HEALTH CARE SYSTEM",TX,READM-30-AMI-HRRP,436,66,0.944,"South Region"
"UNITED REGIONAL HEALTH CARE SYSTEM",TX,READM-30-HF-HRRP,874,185,0.9611,"South Region"
"UNITED REGIONAL HEALTH CARE SYSTEM",TX,READM-30-PN-HRRP,688,118,1.014,"South Region"
"ST JOSEPH REGIONAL HEALTH CENTER",TX,READM-30-AMI-HRRP,323,45,0.9317,"South Region"
"ST JOSEPH REGIONAL HEALTH CENTER",TX,READM-30-HF-HRRP,809,169,0.9625,"South Region"
"ST JOSEPH REGIONAL HEALTH CENTER",TX,READM-30-PN-HRRP,545,95,1.0343,"South Region"
"PARKLAND HEALTH AND HOSPITAL SYSTEM",TX,READM-30-AMI-HRRP,71,15,1.0378,"South Region"
"PARKLAND HEALTH AND HOSPITAL SYSTEM",TX,READM-30-HF-HRRP,280,55,0.8992,"South Region"
"PARKLAND HEALTH AND HOSPITAL SYSTEM",TX,READM-30-PN-HRRP,85,12,0.9368,"South Region"
"UNIVERSITY OF TEXAS MEDICAL BRANCH GAL",TX,READM-30-AMI-HRRP,162,35,1.068,"South Region"
"UNIVERSITY OF TEXAS MEDICAL BRANCH GAL",TX,READM-30-HF-HRRP,347,85,1.0102,"South Region"
"UNIVERSITY OF TEXAS MEDICAL BRANCH GAL",TX,READM-30-PN-HRRP,201,39,1.0411,"South Region"
"BAYLOR UNIVERSITY MEDICAL CENTER",TX,READM-30-AMI-HRRP,175,31,0.9888,"South Region"
"BAYLOR UNIVERSITY MEDICAL CENTER",TX,READM-30-HF-HRRP,1086,202,0.8312,"South Region"
"BAYLOR UNIVERSITY MEDICAL CENTER",TX,READM-30-PN-HRRP,832,139,0.945,"South Region"
"CITIZENS MEDICAL CENTER",TX,READM-30-AMI-HRRP,240,39,0.9628,"South Region"
"CITIZENS MEDICAL CENTER",TX,READM-30-HF-HRRP,628,133,0.9523,"South Region"
"CITIZENS MEDICAL CENTER",TX,READM-30-PN-HRRP,422,65,0.9468,"South Region"
"UNIVERSITY MEDICAL CENTER OF EL PASO",TX,READM-30-HF-HRRP,85,12,0.9313,"South Region"
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",TX,READM-30-AMI-HRRP,185,41,1.0532,"South Region"
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",TX,READM-30-HF-HRRP,361,86,0.9984,"South Region"
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",TX,READM-30-PN-HRRP,296,43,0.8577,"South Region"
"LAREDO MEDICAL CENTER",TX,READM-30-AMI-HRRP,173,32,0.999,"South Region"
"LAREDO MEDICAL CENTER",TX,READM-30-HF-HRRP,626,158,1.0541,"South Region"
"LAREDO MEDICAL CENTER",TX,READM-30-PN-HRRP,649,129,1.0274,"South Region"
"GOOD SHEPHERD MEDICAL CENTER MARSHALL",TX,READM-30-HF-HRRP,220,65,1.1554,"South Region"
"GOOD SHEPHERD MEDICAL CENTER MARSHALL",TX,READM-30-PN-HRRP,186,47,1.1479,"South Region"
"VHS HARLINGEN HOSPITAL COMPANY LLC",TX,READM-30-AMI-HRRP,222,43,1.01,"South Region"
"VHS HARLINGEN HOSPITAL COMPANY LLC",TX,READM-30-HF-HRRP,758,201,1.0444,"South Region"
"VHS HARLINGEN HOSPITAL COMPANY LLC",TX,READM-30-PN-HRRP,668,123,1.0118,"South Region"
"CHRISTUS HOSPITAL",TX,READM-30-AMI-HRRP,386,60,0.9429,"South Region"
"CHRISTUS HOSPITAL",TX,READM-30-HF-HRRP,994,247,1.0751,"South Region"
"CHRISTUS HOSPITAL",TX,READM-30-PN-HRRP,630,102,0.9656,"South Region"
"ST JOSEPH MEDICAL CENTER",TX,READM-30-HF-HRRP,232,52,1.02,"South Region"
"ST JOSEPH MEDICAL CENTER",TX,READM-30-PN-HRRP,78,13,0.9971,"South Region"
"GOOD SHEPHERD MEDICAL CENTER",TX,READM-30-AMI-HRRP,542,89,0.9699,"South Region"
"GOOD SHEPHERD MEDICAL CENTER",TX,READM-30-HF-HRRP,974,225,1.032,"South Region"
"GOOD SHEPHERD MEDICAL CENTER",TX,READM-30-PN-HRRP,678,138,1.1108,"South Region"
"JPS HEALTH NETWORK",TX,READM-30-AMI-HRRP,61,11,0.9754,"South Region"
"JPS HEALTH NETWORK",TX,READM-30-HF-HRRP,124,30,0.9953,"South Region"
"JPS HEALTH NETWORK",TX,READM-30-PN-HRRP,129,27,1.022,"South Region"
"COVENANT MEDICAL CENTER",TX,READM-30-AMI-HRRP,616,93,0.9339,"South Region"
"COVENANT MEDICAL CENTER",TX,READM-30-HF-HRRP,854,190,0.9736,"South Region"
"COVENANT MEDICAL CENTER",TX,READM-30-PN-HRRP,887,142,0.914,"South Region"
"PROVIDENCE HEALTH CENTER",TX,READM-30-AMI-HRRP,416,65,0.9752,"South Region"
"PROVIDENCE HEALTH CENTER",TX,READM-30-HF-HRRP,665,135,0.9773,"South Region"
"PROVIDENCE HEALTH CENTER",TX,READM-30-PN-HRRP,447,81,1.0623,"South Region"
"UT SOUTHWESTERN UNIVERSITY HOSPITAL",TX,READM-30-AMI-HRRP,120,19,0.9306,"South Region"
"UT SOUTHWESTERN UNIVERSITY HOSPITAL",TX,READM-30-HF-HRRP,496,112,0.9452,"South Region"
"UT SOUTHWESTERN UNIVERSITY HOSPITAL",TX,READM-30-PN-HRRP,238,40,0.975,"South Region"
"CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI",TX,READM-30-AMI-HRRP,453,88,1.0232,"South Region"
"CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI",TX,READM-30-HF-HRRP,986,232,0.9906,"South Region"
"CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI",TX,READM-30-PN-HRRP,864,164,0.9888,"South Region"
"METHODIST DALLAS MEDICAL CENTER",TX,READM-30-AMI-HRRP,216,43,1.0331,"South Region"
"METHODIST DALLAS MEDICAL CENTER",TX,READM-30-HF-HRRP,455,122,1.0983,"South Region"
"METHODIST DALLAS MEDICAL CENTER",TX,READM-30-PN-HRRP,281,57,1.0609,"South Region"
"GOODALL WITCHER HOSPITAL",TX,READM-30-HF-HRRP,44,12,1.0506,"South Region"
"GOODALL WITCHER HOSPITAL",TX,READM-30-PN-HRRP,125,17,0.9758,"South Region"
"SCOTT & WHITE MEMORIAL HOSPITAL",TX,READM-30-AMI-HRRP,552,105,1.0046,"South Region"
"SCOTT & WHITE MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,743,176,0.9827,"South Region"
"SCOTT & WHITE MEMORIAL HOSPITAL",TX,READM-30-PN-HRRP,700,142,1.0329,"South Region"
"ROLLING PLAINS MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,89,17,0.9745,"South Region"
"ROLLING PLAINS MEMORIAL HOSPITAL",TX,READM-30-PN-HRRP,188,31,0.9839,"South Region"
"SETON MEDICAL CENTER AUSTIN",TX,READM-30-AMI-HRRP,251,46,1.0564,"South Region"
"SETON MEDICAL CENTER AUSTIN",TX,READM-30-HF-HRRP,814,179,0.9842,"South Region"
"SETON MEDICAL CENTER AUSTIN",TX,READM-30-PN-HRRP,604,100,1.0066,"South Region"
"BAPTIST MEDICAL CENTER",TX,READM-30-AMI-HRRP,803,137,0.9199,"South Region"
"BAPTIST MEDICAL CENTER",TX,READM-30-HF-HRRP,1702,376,0.9419,"South Region"
"BAPTIST MEDICAL CENTER",TX,READM-30-PN-HRRP,1028,169,0.9242,"South Region"
"TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL",TX,READM-30-AMI-HRRP,123,25,1.0337,"South Region"
"TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,545,127,0.9825,"South Region"
"TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL",TX,READM-30-PN-HRRP,484,84,1.0114,"South Region"
"MEMORIAL HERMANN TEXAS MEDICAL CENTER",TX,READM-30-AMI-HRRP,231,38,0.98,"South Region"
"MEMORIAL HERMANN TEXAS MEDICAL CENTER",TX,READM-30-HF-HRRP,348,68,0.8912,"South Region"
"MEMORIAL HERMANN TEXAS MEDICAL CENTER",TX,READM-30-PN-HRRP,175,28,0.9542,"South Region"
"BRAZOSPORT REGIONAL HEALTH SYSTEM",TX,READM-30-AMI-HRRP,110,19,0.9934,"South Region"
"BRAZOSPORT REGIONAL HEALTH SYSTEM",TX,READM-30-HF-HRRP,264,52,0.9598,"South Region"
"BRAZOSPORT REGIONAL HEALTH SYSTEM",TX,READM-30-PN-HRRP,298,40,0.9311,"South Region"
"COGDELL MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,74,17,0.9955,"South Region"
"BAYLOR MEDICAL CENTER AT IRVING",TX,READM-30-AMI-HRRP,181,36,1.033,"South Region"
"BAYLOR MEDICAL CENTER AT IRVING",TX,READM-30-HF-HRRP,347,88,1.0754,"South Region"
"BAYLOR MEDICAL CENTER AT IRVING",TX,READM-30-PN-HRRP,414,63,0.9368,"South Region"
"TITUS REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,151,33,0.9833,"South Region"
"TITUS REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,247,39,0.964,"South Region"
"CHRISTUS SPOHN HOSPITAL BEEVILLE",TX,READM-30-HF-HRRP,136,34,1.002,"South Region"
"CHRISTUS SPOHN HOSPITAL BEEVILLE",TX,READM-30-PN-HRRP,197,36,0.9994,"South Region"
"EAST TEXAS MEDICAL CENTER",TX,READM-30-AMI-HRRP,751,136,1.0288,"South Region"
"EAST TEXAS MEDICAL CENTER",TX,READM-30-HF-HRRP,782,164,0.9331,"South Region"
"EAST TEXAS MEDICAL CENTER",TX,READM-30-PN-HRRP,715,131,0.9924,"South Region"
"GRAHAM REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,109,22,0.9836,"South Region"
"GRAHAM REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,258,28,0.8602,"South Region"
"NORTH HILLS HOSPITAL",TX,READM-30-AMI-HRRP,122,18,0.9286,"South Region"
"NORTH HILLS HOSPITAL",TX,READM-30-HF-HRRP,344,74,0.9364,"South Region"
"NORTH HILLS HOSPITAL",TX,READM-30-PN-HRRP,268,41,0.9685,"South Region"
"NORTH TEXAS MEDICAL CENTER",TX,READM-30-HF-HRRP,135,29,0.9768,"South Region"
"NORTH TEXAS MEDICAL CENTER",TX,READM-30-PN-HRRP,107,15,0.9552,"South Region"
"FORT DUNCAN MEDICAL CENTER",TX,READM-30-HF-HRRP,291,65,0.929,"South Region"
"FORT DUNCAN MEDICAL CENTER",TX,READM-30-PN-HRRP,234,36,0.907,"South Region"
"BAYSHORE MEDICAL CENTER",TX,READM-30-AMI-HRRP,186,41,1.0883,"South Region"
"BAYSHORE MEDICAL CENTER",TX,READM-30-HF-HRRP,417,94,0.9812,"South Region"
"BAYSHORE MEDICAL CENTER",TX,READM-30-PN-HRRP,353,53,0.9076,"South Region"
"PAMPA REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,145,31,1.02,"South Region"
"PAMPA REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,121,17,0.9722,"South Region"
"HILLCREST BAPTIST MEDICAL CENTER",TX,READM-30-AMI-HRRP,182,27,0.9785,"South Region"
"HILLCREST BAPTIST MEDICAL CENTER",TX,READM-30-HF-HRRP,315,64,0.9677,"South Region"
"HILLCREST BAPTIST MEDICAL CENTER",TX,READM-30-PN-HRRP,270,36,0.9119,"South Region"
"MOTHER FRANCES HOSPITAL",TX,READM-30-AMI-HRRP,931,135,0.8743,"South Region"
"MOTHER FRANCES HOSPITAL",TX,READM-30-HF-HRRP,1214,257,0.9309,"South Region"
"MOTHER FRANCES HOSPITAL",TX,READM-30-PN-HRRP,936,153,0.9414,"South Region"
"GUADALUPE REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,236,48,0.9549,"South Region"
"GUADALUPE REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,267,34,0.9032,"South Region"
"LAS PALMAS MEDICAL CENTER",TX,READM-30-AMI-HRRP,223,40,1.0061,"South Region"
"LAS PALMAS MEDICAL CENTER",TX,READM-30-HF-HRRP,610,139,0.9626,"South Region"
"LAS PALMAS MEDICAL CENTER",TX,READM-30-PN-HRRP,550,93,0.9633,"South Region"
"CONNALLY MEMORIAL MEDICAL CENTER",TX,READM-30-HF-HRRP,88,16,0.9422,"South Region"
"CONNALLY MEMORIAL MEDICAL CENTER",TX,READM-30-PN-HRRP,91,19,1.0384,"South Region"
"SOUTH TEXAS HEALTH SYSTEM",TX,READM-30-AMI-HRRP,477,101,1.0649,"South Region"
"SOUTH TEXAS HEALTH SYSTEM",TX,READM-30-HF-HRRP,1055,247,0.9629,"South Region"
"SOUTH TEXAS HEALTH SYSTEM",TX,READM-30-PN-HRRP,479,65,0.8456,"South Region"
"UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE",TX,READM-30-HF-HRRP,97,24,1.039,"South Region"
"KNAPP MEDICAL CENTER",TX,READM-30-AMI-HRRP,83,21,1.0213,"South Region"
"KNAPP MEDICAL CENTER",TX,READM-30-HF-HRRP,447,123,1.0893,"South Region"
"KNAPP MEDICAL CENTER",TX,READM-30-PN-HRRP,342,50,0.9104,"South Region"
"NIX HEALTH CARE SYSTEM",TX,READM-30-HF-HRRP,155,34,0.9972,"South Region"
"NIX HEALTH CARE SYSTEM",TX,READM-30-PN-HRRP,91,12,0.9712,"South Region"
"MEDICAL CENTER HOSPITAL",TX,READM-30-AMI-HRRP,524,77,0.9681,"South Region"
"MEDICAL CENTER HOSPITAL",TX,READM-30-HF-HRRP,610,116,0.9665,"South Region"
"MEDICAL CENTER HOSPITAL",TX,READM-30-PN-HRRP,410,56,0.9325,"South Region"
"MIDLAND MEMORIAL HOSPITAL",TX,READM-30-AMI-HRRP,238,25,0.8814,"South Region"
"MIDLAND MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,453,96,1.0119,"South Region"
"MIDLAND MEMORIAL HOSPITAL",TX,READM-30-PN-HRRP,395,49,0.8891,"South Region"
"TEXAS HEALTH HARRIS METHODIST FORT WORTH",TX,READM-30-AMI-HRRP,630,129,1.1287,"South Region"
"TEXAS HEALTH HARRIS METHODIST FORT WORTH",TX,READM-30-HF-HRRP,1000,202,0.9198,"South Region"
"TEXAS HEALTH HARRIS METHODIST FORT WORTH",TX,READM-30-PN-HRRP,675,116,1.0017,"South Region"
"BAYLOR ALL SAINTS MEDICAL CENTER AT FW",TX,READM-30-AMI-HRRP,214,33,0.9468,"South Region"
"BAYLOR ALL SAINTS MEDICAL CENTER AT FW",TX,READM-30-HF-HRRP,458,69,0.768,"South Region"
"BAYLOR ALL SAINTS MEDICAL CENTER AT FW",TX,READM-30-PN-HRRP,470,71,0.9027,"South Region"
"SETON SMITHVILLE REGIONAL HOSPITAL",TX,READM-30-HF-HRRP,89,13,0.914,"South Region"
"SETON SMITHVILLE REGIONAL HOSPITAL",TX,READM-30-PN-HRRP,132,13,0.8826,"South Region"
"PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO",TX,READM-30-PN-HRRP,69,12,1.0246,"South Region"
"DETAR HOSPITAL NAVARRO",TX,READM-30-AMI-HRRP,257,39,0.9315,"South Region"
"DETAR HOSPITAL NAVARRO",TX,READM-30-HF-HRRP,495,120,1.0334,"South Region"
"DETAR HOSPITAL NAVARRO",TX,READM-30-PN-HRRP,315,45,0.9163,"South Region"
"TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE",TX,READM-30-HF-HRRP,216,42,0.976,"South Region"
"TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE",TX,READM-30-PN-HRRP,222,37,0.9996,"South Region"
"METROPLEX HOSPITAL",TX,READM-30-AMI-HRRP,77,14,0.9882,"South Region"
"METROPLEX HOSPITAL",TX,READM-30-HF-HRRP,309,76,1.0333,"South Region"
"METROPLEX HOSPITAL",TX,READM-30-PN-HRRP,215,36,0.973,"South Region"
"VAL VERDE REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,188,51,1.0525,"South Region"
"VAL VERDE REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,82,19,1.0601,"South Region"
"GRACE MEDICAL CENTER",TX,READM-30-PN-HRRP,99,12,0.9594,"South Region"
"CHRISTUS SPOHN HOSPITAL KLEBERG",TX,READM-30-HF-HRRP,276,64,1.0045,"South Region"
"CHRISTUS SPOHN HOSPITAL KLEBERG",TX,READM-30-PN-HRRP,308,48,0.9888,"South Region"
"SOUTH TEXAS REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,119,30,1.0319,"South Region"
"SOUTH TEXAS REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,253,43,1.0051,"South Region"
"MISSION REGIONAL MEDICAL CENTER",TX,READM-30-AMI-HRRP,124,33,1.0636,"South Region"
"MISSION REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,417,119,1.0559,"South Region"
"MISSION REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,477,120,1.1329,"South Region"
"UVALDE MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,132,40,1.1432,"South Region"
"UVALDE MEMORIAL HOSPITAL",TX,READM-30-PN-HRRP,169,29,1.0194,"South Region"
"PECOS COUNTY MEMORIAL HOSPITAL",TX,READM-30-HF-HRRP,99,17,0.9662,"South Region"
"MEMORIAL HERMANN HOSPITAL SYSTEM",TX,READM-30-AMI-HRRP,814,130,0.8898,"South Region"
"MEMORIAL HERMANN HOSPITAL SYSTEM",TX,READM-30-HF-HRRP,1783,368,0.9096,"South Region"
"MEMORIAL HERMANN HOSPITAL SYSTEM",TX,READM-30-PN-HRRP,1479,212,0.8336,"South Region"
"SCOTT & WHITE HOSPITAL BRENHAM",TX,READM-30-HF-HRRP,121,16,0.9127,"South Region"
"SCOTT & WHITE HOSPITAL BRENHAM",TX,READM-30-PN-HRRP,135,22,1.0106,"South Region"
"ETMC CLARKSVILLE",TX,READM-30-HF-HRRP,139,41,1.1123,"South Region"
"ETMC CLARKSVILLE",TX,READM-30-PN-HRRP,296,51,1.0112,"South Region"
"HILL REGIONAL HOSPITAL",TX,READM-30-HF-HRRP,153,34,0.9869,"South Region"
"HILL REGIONAL HOSPITAL",TX,READM-30-PN-HRRP,168,29,1.015,"South Region"
"ST LUKES EPISCOPAL HOSPITAL",TX,READM-30-AMI-HRRP,448,61,0.8395,"South Region"
"ST LUKES EPISCOPAL HOSPITAL",TX,READM-30-HF-HRRP,1249,278,0.9775,"South Region"
"ST LUKES EPISCOPAL HOSPITAL",TX,READM-30-PN-HRRP,432,61,0.8831,"South Region"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE",TX,READM-30-HF-HRRP,147,45,1.1486,"South Region"
"EAST TEXAS MEDICAL CENTER JACKSONVILLE",TX,READM-30-PN-HRRP,154,30,1.0529,"South Region"
"PARIS REGIONAL MEDICAL CENTER",TX,READM-30-AMI-HRRP,185,27,0.9355,"South Region"
"PARIS REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,550,125,1.0226,"South Region"
"PARIS REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,526,93,1.0144,"South Region"
"WADLEY REGIONAL MEDICAL CENTER",TX,READM-30-AMI-HRRP,134,27,1.0853,"South Region"
"WADLEY REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,299,67,0.9848,"South Region"
"WADLEY REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,309,72,1.1811,"South Region"
"WEATHERFORD REGIONAL MEDICAL CENTER",TX,READM-30-HF-HRRP,214,49,1.0053,"South Region"
"WEATHERFORD REGIONAL MEDICAL CENTER",TX,READM-30-PN-HRRP,281,48,0.9822,"South Region"
"NORTHWEST TEXAS HOSPITAL",TX,READM-30-AMI-HRRP,274,36,0.9165,"South Region"
"NORTHWEST TEXAS HOSPITAL",TX,READM-30-HF-HRRP,364,62,0.8663,"South Region"
"NORTHWEST TEXAS HOSPITAL",TX,READM-30-PN-HRRP,235,33,0.9365,"South Region"
"ETMC CARTHAGE",TX,READM-30-HF-HRRP,86,23,1.0625,"South Region"
"ETMC CARTHAGE",TX,READM-30-PN-HRRP,119,16,0.9669,"South Region"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS",TX,READM-30-AMI-HRRP,227,29,0.8846,"South Region"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS",TX,READM-30-HF-HRRP,409,103,1.0585,"South Region"
"MEMORIAL MEDICAL CENTER OF EAST TEXAS",TX,READM-30-PN-HRRP,531,95,0.9671,"South Region"
"UNIVERSITY HEALTH SYSTEM",TX,READM-30-HF-HRRP,81,24,1.0783,"South Region"
"GULF COAST MEDICAL CENTER",TX,READM-30-HF-HRRP,133,32,1.0099,"South Region"
"GULF COAST MEDICAL CENTER",TX,READM-30-PN-HRRP,69,15,1.0175,"South Region"
"SCOTT & WHITE HOSPITAL-LLANO",TX,READM-30-PN-HRRP,254,39,0.9404,"South Region"
"MOORE COUNTY HOSPITAL DISTRICT",TX,READM-30-HF-HRRP,91,20,1.0087,"South Region"
"MOORE COUNTY HOSPITAL DISTRICT",TX,READM-30-PN-HRRP,94,16,0.9952,"South Region"
